,hotel,feature
58,2. GreenBees Nature Farm,Room service
59,2. GreenBees Nature Farm,Bottled water
60,2. GreenBees Nature Farm,Clothes rack
61,2. GreenBees Nature Farm,Laptop safe
62,2. GreenBees Nature Farm,Extra long beds
63,2. GreenBees Nature Farm,Bidet
64,2. GreenBees Nature Farm,Bath / shower
65,2. GreenBees Nature Farm,Wake-up service / alarm clock
66,2. GreenBees Nature Farm,Complimentary toiletries
67,2. GreenBees Nature Farm,Mountain view
68,2. GreenBees Nature Farm,Non-smoking rooms
69,2. GreenBees Nature Farm,Family rooms
70,2. GreenBees Nature Farm,Smoking rooms available
,hotel,feature
0,3. Explorer by Mahoora - Maduru Oya,Free parking
1,3. Explorer by Mahoora - Maduru Oya,Public wifi
2,3. Explorer by Mahoora - Maduru Oya,Free breakfast
3,3. Explorer by Mahoora - Maduru Oya,Bar / lounge
4,3. Explorer by Mahoora - Maduru Oya,Restaurant
5,3. Explorer by Mahoora - Maduru Oya,Children Activities (Kid / Family Friendly)
6,3. Explorer by Mahoora - Maduru Oya,Airport transportation
7,3. Explorer by Mahoora - Maduru Oya,Non-smoking hotel
8,3. Explorer by Mahoora - Maduru Oya,Room service
9,3. Explorer by Mahoora - Maduru Oya,Non-smoking rooms
10,3. Explorer by Mahoora - Maduru Oya,Suites
11,3. Explorer by Mahoora - Maduru Oya,Family rooms
,hotel,feature
0,4. Mahoora Tented Safari Camps,Free parking
1,4. Mahoora Tented Safari Camps,Free breakfast
2,4. Mahoora Tented Safari Camps,Bar / lounge
3,4. Mahoora Tented Safari Camps,Room service
4,4. Mahoora Tented Safari Camps,Kitchenette
,hotel,feature
0,5. Quench Inn,Restaurant
1,5. Quench Inn,Children Activities (Kid / Family Friendly)
,hotel,feature
0,6. Explorer by Mahoora - Kumana,Free parking
1,6. Explorer by Mahoora - Kumana,Free breakfast
2,6. Explorer by Mahoora - Kumana,Babysitting
3,6. Explorer by Mahoora - Kumana,Children Activities (Kid / Family Friendly)
4,6. Explorer by Mahoora - Kumana,Airport transportation
5,6. Explorer by Mahoora - Kumana,BBQ facilities
6,6. Explorer by Mahoora - Kumana,Mosquito net
7,6. Explorer by Mahoora - Kumana,24-hour front desk
8,6. Explorer by Mahoora - Kumana,Valet parking
9,6. Explorer by Mahoora - Kumana,Bar / lounge
10,6. Explorer by Mahoora - Kumana,Restaurant
11,6. Explorer by Mahoora - Kumana,Special diet menus
12,6. Explorer by Mahoora - Kumana,Wine / champagne
13,6. Explorer by Mahoora - Kumana,Car hire
14,6. Explorer by Mahoora - Kumana,Non-smoking hotel
15,6. Explorer by Mahoora - Kumana,Outdoor fireplace
16,6. Explorer by Mahoora - Kumana,Outdoor furniture
17,6. Explorer by Mahoora - Kumana,Picnic area
18,6. Explorer by Mahoora - Kumana,Express check-in / check-out
19,6. Explorer by Mahoora - Kumana,Desk
20,6. Explorer by Mahoora - Kumana,Housekeeping
21,6. Explorer by Mahoora - Kumana,Room service
22,6. Explorer by Mahoora - Kumana,Seating area
23,6. Explorer by Mahoora - Kumana,Separate dining area
24,6. Explorer by Mahoora - Kumana,Extra long beds
25,6. Explorer by Mahoora - Kumana,Bath / shower
26,6. Explorer by Mahoora - Kumana,Complimentary toiletries
27,6. Explorer by Mahoora - Kumana,Bottled water
28,6. Explorer by Mahoora - Kumana,Wake-up service / alarm clock
29,6. Explorer by Mahoora - Kumana,Non-smoking rooms
30,6. Explorer by Mahoora - Kumana,Suites
31,6. Explorer by Mahoora - Kumana,Family rooms
,hotel,feature
,hotel,feature
0,Rathnapriya Safari Guest Galoya,Free parking
1,Rathnapriya Safari Guest Galoya,Free High Speed Internet (WiFi)
2,Rathnapriya Safari Guest Galoya,Wifi
3,Rathnapriya Safari Guest Galoya,Free breakfast
4,Rathnapriya Safari Guest Galoya,Pets Allowed ( Dog / Pet Friendly )
5,Rathnapriya Safari Guest Galoya,Airport transportation
6,Rathnapriya Safari Guest Galoya,Shuttle bus service
7,Rathnapriya Safari Guest Galoya,Room service
,hotel,feature
0,Beach Guest House Addalaichenai,Children Activities (Kid / Family Friendly)
,hotel,feature
0,Light House Beach Hut,Free parking
1,Light House Beach Hut,Restaurant
2,Light House Beach Hut,Beach
3,Light House Beach Hut,Bicycle rental
4,Light House Beach Hut,Airport transportation
5,Light House Beach Hut,BBQ facilities
6,Light House Beach Hut,Outdoor furniture
7,Light House Beach Hut,24-hour front desk
8,Light House Beach Hut,Secured parking
9,Light House Beach Hut,Sun terrace
10,Light House Beach Hut,Laundry service
11,Light House Beach Hut,Soundproof rooms
12,Light House Beach Hut,Private beach
13,Light House Beach Hut,Family rooms
,hotel,feature
0,Yuhibuhi Forest Resort,Free parking
1,Yuhibuhi Forest Resort,Free High Speed Internet (WiFi)
2,Yuhibuhi Forest Resort,Wifi
3,Yuhibuhi Forest Resort,Pool
4,Yuhibuhi Forest Resort,Children Activities (Kid / Family Friendly)
5,Yuhibuhi Forest Resort,Airport transportation
,hotel,feature
0,Nethmini Regency,Free parking
1,Nethmini Regency,Free High Speed Internet (WiFi)
2,Nethmini Regency,Wifi
3,Nethmini Regency,Paid wifi
4,Nethmini Regency,Pool
5,Nethmini Regency,Bar / lounge
6,Nethmini Regency,Restaurant
7,Nethmini Regency,Banquet room
8,Nethmini Regency,Breakfast available
9,Nethmini Regency,Room service
,hotel,feature
0,Mala's Homestay,Free parking
1,Mala's Homestay,Free internet
2,Mala's Homestay,Free breakfast
3,Mala's Homestay,Evening entertainment
4,Mala's Homestay,Children Activities (Kid / Family Friendly)
5,Mala's Homestay,Pets Allowed ( Dog / Pet Friendly )
6,Mala's Homestay,Airport transportation
7,Mala's Homestay,Massage
8,Mala's Homestay,Internet
9,Mala's Homestay,Laundry service
10,Mala's Homestay,Ironing service
11,Mala's Homestay,Room service
12,Mala's Homestay,Non-smoking rooms
,hotel,feature
0,Aprota Villas Arugambay,Free parking
1,Aprota Villas Arugambay,Free High Speed Internet (WiFi)
2,Aprota Villas Arugambay,Pool
3,Aprota Villas Arugambay,Fitness Center with Gym / Workout Room
4,Aprota Villas Arugambay,Free breakfast
5,Aprota Villas Arugambay,Beach
6,Aprota Villas Arugambay,Bicycle rental
7,Aprota Villas Arugambay,Kids stay free
8,Aprota Villas Arugambay,Electric vehicle charging station
9,Aprota Villas Arugambay,Valet parking
10,Aprota Villas Arugambay,Wifi
11,Aprota Villas Arugambay,Pool / beach towels
12,Aprota Villas Arugambay,Swimming pool toys
13,Aprota Villas Arugambay,Infinity pool
14,Aprota Villas Arugambay,Pool with view
15,Aprota Villas Arugambay,Adult pool
16,Aprota Villas Arugambay,Outdoor pool
17,Aprota Villas Arugambay,Private pool
18,Aprota Villas Arugambay,Plunge pool
19,Aprota Villas Arugambay,Shallow end in pool
20,Aprota Villas Arugambay,Bar / lounge
21,Aprota Villas Arugambay,Coffee shop
22,Aprota Villas Arugambay,Restaurant
23,Aprota Villas Arugambay,Breakfast available
24,Aprota Villas Arugambay,Breakfast in the room
25,Aprota Villas Arugambay,Complimentary Instant Coffee
26,Aprota Villas Arugambay,Complimentary tea
27,Aprota Villas Arugambay,Complimentary welcome drink
28,Aprota Villas Arugambay,Kids' meals
29,Aprota Villas Arugambay,Outdoor dining area
30,Aprota Villas Arugambay,Snack bar
31,Aprota Villas Arugambay,Special diet menus
32,Aprota Villas Arugambay,Wine / champagne
33,Aprota Villas Arugambay,Swimup bar
34,Aprota Villas Arugambay,Poolside bar
35,Aprota Villas Arugambay,Bicycles available
36,Aprota Villas Arugambay,Canoeing
37,Aprota Villas Arugambay,Water sport equipment rentals
38,Aprota Villas Arugambay,Walking tours
39,Aprota Villas Arugambay,Board games / puzzles
40,Aprota Villas Arugambay,Nightclub / DJ
41,Aprota Villas Arugambay,Children's television networks
42,Aprota Villas Arugambay,Kids pool
43,Aprota Villas Arugambay,Highchairs available
44,Aprota Villas Arugambay,Airport transportation
45,Aprota Villas Arugambay,Business Center with Internet Access
46,Aprota Villas Arugambay,Conference facilities
47,Aprota Villas Arugambay,Meeting rooms
48,Aprota Villas Arugambay,Photo copier / fax In business center
49,Aprota Villas Arugambay,Spa
50,Aprota Villas Arugambay,24-hour security
51,Aprota Villas Arugambay,BBQ facilities
52,Aprota Villas Arugambay,Baggage storage
53,Aprota Villas Arugambay,Concierge
54,Aprota Villas Arugambay,Non-smoking hotel
55,Aprota Villas Arugambay,Outdoor furniture
56,Aprota Villas Arugambay,Picnic area
57,Aprota Villas Arugambay,Sun deck
58,Aprota Villas Arugambay,Sun loungers / beach chairs
59,Aprota Villas Arugambay,Sun terrace
60,Aprota Villas Arugambay,Sun umbrellas
61,Aprota Villas Arugambay,Butler service
62,Aprota Villas Arugambay,Doorperson
63,Aprota Villas Arugambay,First aid kit
64,Aprota Villas Arugambay,Umbrella
65,Aprota Villas Arugambay,24-hour front desk
66,Aprota Villas Arugambay,Private check-in / check-out
67,Aprota Villas Arugambay,Dry cleaning
68,Aprota Villas Arugambay,Laundry service
69,Aprota Villas Arugambay,Ironing service
70,Aprota Villas Arugambay,Blackout curtains
71,Aprota Villas Arugambay,Bathrobes
72,Aprota Villas Arugambay,Air conditioning
73,Aprota Villas Arugambay,Desk
74,Aprota Villas Arugambay,Housekeeping
75,Aprota Villas Arugambay,Coffee / tea maker
76,Aprota Villas Arugambay,Cable / satellite TV
77,Aprota Villas Arugambay,Bidet
78,Aprota Villas Arugambay,Interconnected rooms available
79,Aprota Villas Arugambay,Private balcony
80,Aprota Villas Arugambay,Room service
81,Aprota Villas Arugambay,Safe
82,Aprota Villas Arugambay,Seating area
83,Aprota Villas Arugambay,Sofa
84,Aprota Villas Arugambay,Telephone
85,Aprota Villas Arugambay,Wardrobe / closet
86,Aprota Villas Arugambay,Bottled water
87,Aprota Villas Arugambay,Minibar
88,Aprota Villas Arugambay,Refrigerator
89,Aprota Villas Arugambay,Electric kettle
90,Aprota Villas Arugambay,Flatscreen TV
91,Aprota Villas Arugambay,On-demand movies
92,Aprota Villas Arugambay,Bath / shower
93,Aprota Villas Arugambay,Complimentary toiletries
94,Aprota Villas Arugambay,Hair dryer
95,Aprota Villas Arugambay,Ocean view
96,Aprota Villas Arugambay,Non-smoking rooms
97,Aprota Villas Arugambay,Suites
98,Aprota Villas Arugambay,Family rooms
,hotel,feature
0,Whisky Point Surf Cabana,Free parking
1,Whisky Point Surf Cabana,Free High Speed Internet (WiFi)
2,Whisky Point Surf Cabana,Wifi
3,Whisky Point Surf Cabana,Free breakfast
4,Whisky Point Surf Cabana,Restaurant
5,Whisky Point Surf Cabana,Beach
6,Whisky Point Surf Cabana,Pets Allowed ( Dog / Pet Friendly )
7,Whisky Point Surf Cabana,Airport transportation
,hotel,feature
,hotel,feature
0,Riva Del Sole,Free parking
1,Riva Del Sole,Free internet
2,Riva Del Sole,Free breakfast
3,Riva Del Sole,Beach
4,Riva Del Sole,Children Activities (Kid / Family Friendly)
5,Riva Del Sole,Airport transportation
6,Riva Del Sole,Business Center with Internet Access
7,Riva Del Sole,Spa
8,Riva Del Sole,Secured parking
9,Riva Del Sole,Restaurant
10,Riva Del Sole,Room service
,hotel,feature
0,Paper Moon Kudils,Free parking
1,Paper Moon Kudils,Free internet
2,Paper Moon Kudils,Pool
3,Paper Moon Kudils,Fitness Center with Gym / Workout Room
4,Paper Moon Kudils,Free breakfast
5,Paper Moon Kudils,Beach
6,Paper Moon Kudils,Fishing
7,Paper Moon Kudils,Children Activities (Kid / Family Friendly)
8,Paper Moon Kudils,Secured parking
9,Paper Moon Kudils,Internet
10,Paper Moon Kudils,Pool / beach towels
11,Paper Moon Kudils,Outdoor pool
12,Paper Moon Kudils,Restaurant
13,Paper Moon Kudils,Breakfast available
14,Paper Moon Kudils,Complimentary welcome drink
15,Paper Moon Kudils,Airport transportation
16,Paper Moon Kudils,Car hire
17,Paper Moon Kudils,24-hour security
18,Paper Moon Kudils,Outdoor furniture
19,Paper Moon Kudils,Shared lounge / TV area
20,Paper Moon Kudils,Sun loungers / beach chairs
21,Paper Moon Kudils,Sun terrace
22,Paper Moon Kudils,24-hour front desk
23,Paper Moon Kudils,Express check-in / check-out
24,Paper Moon Kudils,Laundry service
25,Paper Moon Kudils,Ironing service
26,Paper Moon Kudils,Blackout curtains
27,Paper Moon Kudils,Private beach
28,Paper Moon Kudils,Desk
29,Paper Moon Kudils,Seating area
30,Paper Moon Kudils,Bottled water
31,Paper Moon Kudils,Wake-up service / alarm clock
32,Paper Moon Kudils,Bath / shower
33,Paper Moon Kudils,Non-smoking rooms
,hotel,feature
,hotel,feature
,hotel,feature
0,De Perla Resort,Free parking
1,De Perla Resort,Free High Speed Internet (WiFi)
2,De Perla Resort,Wifi
3,De Perla Resort,Free breakfast
4,De Perla Resort,Restaurant
5,De Perla Resort,Beach
6,De Perla Resort,Pets Allowed ( Dog / Pet Friendly )
7,De Perla Resort,Airport transportation
8,De Perla Resort,Family rooms
9,De Perla Resort,Smoking rooms available
,hotel,feature
,hotel,feature
,hotel,feature
,hotel,feature
0,Whisky Point Resort,Free parking
1,Whisky Point Resort,Free High Speed Internet (WiFi)
2,Whisky Point Resort,Yoga classes
3,Whisky Point Resort,Free breakfast
4,Whisky Point Resort,Beach
5,Whisky Point Resort,Snorkeling
6,Whisky Point Resort,Pets Allowed ( Dog / Pet Friendly )
7,Whisky Point Resort,Airport transportation
8,Whisky Point Resort,Secured parking
9,Whisky Point Resort,Wifi
10,Whisky Point Resort,Yoga room
11,Whisky Point Resort,Bar / lounge
12,Whisky Point Resort,Restaurant
13,Whisky Point Resort,Bicycle tours
14,Whisky Point Resort,Fishing
15,Whisky Point Resort,Nightclub / DJ
16,Whisky Point Resort,Shuttle bus service
17,Whisky Point Resort,Car hire
18,Whisky Point Resort,Taxi service
19,Whisky Point Resort,Spa
20,Whisky Point Resort,Massage
21,Whisky Point Resort,Neck massage
22,Whisky Point Resort,Concierge
23,Whisky Point Resort,Currency exchange
24,Whisky Point Resort,Mosquito net
25,Whisky Point Resort,Outdoor fireplace
26,Whisky Point Resort,Outdoor furniture
27,Whisky Point Resort,Picnic area
28,Whisky Point Resort,Sun loungers / beach chairs
29,Whisky Point Resort,Laundry service
30,Whisky Point Resort,Housekeeping
31,Whisky Point Resort,Room service
32,Whisky Point Resort,Bath / shower
33,Whisky Point Resort,Ocean view
34,Whisky Point Resort,Landmark view
35,Whisky Point Resort,Non-smoking rooms
,hotel,feature
,hotel,feature
0,15LMD,Free parking
1,15LMD,Free High Speed Internet (WiFi)
2,15LMD,Wifi
3,15LMD,Restaurant
4,15LMD,Airport transportation
5,15LMD,Shuttle bus service
6,15LMD,Mosquito net
7,15LMD,Clothes rack
8,15LMD,Complimentary toiletries
9,15LMD,Family rooms
,hotel,feature
0,Beni Beach Resort,Free parking
1,Beni Beach Resort,Free High Speed Internet (WiFi)
2,Beni Beach Resort,Children Activities (Kid / Family Friendly)
3,Beni Beach Resort,Pets Allowed ( Dog / Pet Friendly )
4,Beni Beach Resort,Shared kitchen
5,Beni Beach Resort,Shared lounge / TV area
6,Beni Beach Resort,Ironing service
7,Beni Beach Resort,Air conditioning
8,Beni Beach Resort,Room service
,hotel,feature
0,Dream Garden Resort,Free parking
1,Dream Garden Resort,Free High Speed Internet (WiFi)
2,Dream Garden Resort,Pool
3,Dream Garden Resort,Bar / lounge
4,Dream Garden Resort,Beach
5,Dream Garden Resort,Bicycle rental
6,Dream Garden Resort,Children Activities (Kid / Family Friendly)
7,Dream Garden Resort,Pets Allowed ( Dog / Pet Friendly )
8,Dream Garden Resort,Parking
9,Dream Garden Resort,Wifi
10,Dream Garden Resort,Pool / beach towels
11,Dream Garden Resort,Outdoor pool
12,Dream Garden Resort,Restaurant
13,Dream Garden Resort,Breakfast available
14,Dream Garden Resort,Water sport equipment rentals
15,Dream Garden Resort,Airport transportation
16,Dream Garden Resort,Non-smoking hotel
17,Dream Garden Resort,Sun umbrellas
18,Dream Garden Resort,Laundry service
19,Dream Garden Resort,Air conditioning
20,Dream Garden Resort,Desk
21,Dream Garden Resort,Housekeeping
22,Dream Garden Resort,Room service
23,Dream Garden Resort,Electric kettle
24,Dream Garden Resort,Cable / satellite TV
25,Dream Garden Resort,Flatscreen TV
26,Dream Garden Resort,Bath / shower
27,Dream Garden Resort,Safe
28,Dream Garden Resort,Seating area
29,Dream Garden Resort,Telephone
30,Dream Garden Resort,Wardrobe / closet
31,Dream Garden Resort,Clothes rack
32,Dream Garden Resort,Private bathrooms
33,Dream Garden Resort,Wake-up service / alarm clock
34,Dream Garden Resort,Complimentary toiletries
35,Dream Garden Resort,Hair dryer
36,Dream Garden Resort,Non-smoking rooms
37,Dream Garden Resort,Suites
38,Dream Garden Resort,Family rooms
,hotel,feature
0,Ecoland Resort,Free parking
1,Ecoland Resort,Restaurant
2,Ecoland Resort,Children Activities (Kid / Family Friendly)
3,Ecoland Resort,Airport transportation
4,Ecoland Resort,Room service
,hotel,feature
0,Kunam Beach Rest Inn,Free parking
1,Kunam Beach Rest Inn,Free High Speed Internet (WiFi)
2,Kunam Beach Rest Inn,Restaurant
3,Kunam Beach Rest Inn,Beach
4,Kunam Beach Rest Inn,Bicycle rental
5,Kunam Beach Rest Inn,Baggage storage
6,Kunam Beach Rest Inn,Outdoor furniture
7,Kunam Beach Rest Inn,24-hour front desk
8,Kunam Beach Rest Inn,Parking garage
9,Kunam Beach Rest Inn,Kids' meals
10,Kunam Beach Rest Inn,Shared kitchen
11,Kunam Beach Rest Inn,Laundry service
12,Kunam Beach Rest Inn,Ironing service
13,Kunam Beach Rest Inn,Air conditioning
14,Kunam Beach Rest Inn,Desk
15,Kunam Beach Rest Inn,Room service
16,Kunam Beach Rest Inn,Safe
17,Kunam Beach Rest Inn,Bottled water
18,Kunam Beach Rest Inn,Clothes rack
19,Kunam Beach Rest Inn,Flatscreen TV
20,Kunam Beach Rest Inn,Bath / shower
21,Kunam Beach Rest Inn,Family rooms
